,Predictions,Test values
23794,676258.44,717500.0
29151,501741.97,475000.0
19401,725694.7,478000.0
3927,598787.5,570000.0
14298,1504210.2,1760000.0
21641,593280.6,502000.0
12883,712909.44,810000.0
29382,1476878.0,1090000.0
8678,863889.25,1186000.0
14148,399506.3,321000.0
9153,1468937.9,1026000.0
4300,1092562.5,875000.0
23104,913846.56,1100000.0
6559,734948.56,1011000.0
24044,1114807.4,1035000.0
14117,2450482.0,2860000.0
14862,614154.56,620000.0
29485,634692.8,482000.0
6020,2980410.8,2450000.0
26091,1113019.2,1210000.0
9621,419205.72,452000.0
20165,1787150.4,2110000.0
2587,1197805.2,1270000.0
27812,1329303.0,2380000.0
10722,1145448.4,1378000.0
1428,1219347.2,597000.0
1563,1296151.1,1161000.0
22378,592309.6,607500.0
20938,546114.1,470000.0
14078,673635.4,681500.0
17699,1102071.8,1122000.0
21183,1580673.2,1400000.0
6220,781119.6,773000.0
21233,734283.56,922000.0
15307,643639.4,928000.0
8727,704407.5,630000.0
30210,1188568.8,890000.0
5836,474582.22,395000.0
6089,1757473.0,1750000.0
22342,971704.5,851000.0
23663,872259.3,785000.0
27349,464669.9,480000.0
6279,2092856.6,3010000.0
10106,1904259.4,1518000.0
6025,2833924.8,2850000.0
14415,1084861.5,1910000.0
26868,1003538.7,1050000.0
13562,805585.25,760000.0
23835,759998.0,750000.0
12153,1583575.5,2100000.0
19563,503201.44,490000.0
15635,1303951.6,1270000.0
29360,390851.06,331000.0
14761,1748985.5,1500000.0
5805,1053934.0,1005000.0
8961,2054736.1,1775000.0
540,1229174.2,940000.0
22242,1029839.4,800000.0
13000,877444.25,610000.0
30417,927513.7,1100000.0
6775,2212091.8,1500000.0
765,767978.6,627500.0
28723,798290.2,770000.0
10758,641867.9,600000.0
16489,1053103.9,1242000.0
8641,406338.03,300000.0
29681,645716.0,1000000.0
24303,1120377.5,990000.0
12091,899570.7,1220000.0
30086,1331614.1,1750000.0
29090,600334.3,622000.0
1772,1280450.6,1900000.0
4047,865142.4,870000.0
12182,1026847.9,1190000.0
27845,1261384.8,940000.0
15862,855603.56,840000.0
9873,803452.5,605000.0
25395,478313.7,520000.0
6828,788364.44,670000.0
14645,428758.28,420000.0
18881,781988.94,680000.0
29284,1283092.2,1182000.0
5775,479585.22,420000.0
514,1057064.5,960000.0
18778,522535.9,505000.0
26766,1324523.1,1340000.0
1854,1803036.1,1811000.0
26110,668218.25,671000.0
26463,1513438.2,1370000.0
280,753723.94,740000.0
31117,745516.25,650000.0
28228,761093.56,788000.0
13209,466125.84,432000.0
18658,1505447.2,1800000.0
20303,883516.25,900000.0
16075,961402.0,1030000.0
17838,1476397.9,1375000.0
27240,2277478.5,1350000.0
230,783028.9,520000.0
11758,1710697.6,1415000.0
30653,1320603.9,1660000.0
3200,1049592.1,985000.0
19923,969035.56,920000.0
17186,1294437.5,1512000.0
8544,799741.3,655000.0
9356,682179.44,613000.0
2347,1722670.5,1350000.0
4975,709192.56,591000.0
19575,552299.25,440000.0
4509,1631629.9,2260000.0
19273,839111.6,770000.0
2226,1178847.1,1045000.0
1487,1370845.2,1108000.0
3962,938977.9,911000.0
20297,1155041.8,1000000.0
29867,615672.3,635000.0
15730,968532.25,970000.0
22422,736641.7,775000.0
10125,1472061.0,2180000.0
16393,1312960.5,1473000.0
17200,1268624.1,1292000.0
21185,645612.9,540000.0
14258,1654918.8,1823000.0
22410,1682260.4,1290000.0
21429,982813.7,780000.0
6485,395872.9,315000.0
8342,488741.66,490000.0
3895,446527.75,369000.0
5885,2468120.5,1380000.0
22344,922644.44,795000.0
16490,904014.75,1365000.0
20982,1212727.5,1100000.0
28113,382009.44,500000.0
5404,877445.1,755000.0
11849,475600.2,463000.0
8465,762214.06,635000.0
29948,1563006.2,1550000.0
20360,1483733.6,1175000.0
15890,635608.9,735000.0
6235,3010097.5,3460000.0
2211,1232406.9,976000.0
1934,1165550.5,1352500.0
21170,1504938.1,1255000.0
3424,912837.44,901000.0
21098,1074890.9,1060000.0
23825,786530.25,750000.0
13219,382712.38,275000.0
1510,1028442.44,1030000.0
3027,1454053.9,1910000.0
1937,1616343.8,1171000.0
29263,845994.44,910000.0
30820,665228.44,760000.0
181,1870406.5,1532000.0
14151,373164.25,300000.0
527,359510.38,390000.0
14731,1416508.1,1850000.0
19099,617815.44,782500.0
24238,1236843.2,1155000.0
17791,1380922.1,1635000.0
23926,1201698.1,1300000.0
6812,763981.3,626000.0
9701,934068.7,1620000.0
9925,617161.06,488000.0
27709,666243.6,827000.0
24133,464340.66,457000.0
24625,2047755.8,1620000.0
7750,551185.2,600000.0
28608,891409.3,950000.0
11942,1092835.0,750000.0
2839,2254858.0,3800000.0
8001,635827.0,473000.0
17884,1294053.0,1175000.0
9489,569868.3,500000.0
28538,1212972.5,1445000.0
16363,711963.3,797000.0
21543,1763195.5,1900000.0
99,462609.72,509500.0
9506,943497.3,875000.0
28850,1183928.6,2765000.0
4778,772485.8,575500.0
17274,1234305.1,1185000.0
29196,1665443.5,4020000.0
28553,982187.4,1100000.0
18577,782192.56,920000.0
12940,1717178.0,1700000.0
30231,1242565.2,1126000.0
17030,770640.0,580000.0
6557,322774.94,277500.0
12871,724025.9,885000.0
3931,333177.25,326000.0
16857,1060843.9,1255000.0
23229,706841.8,683000.0
15867,970694.06,1218500.0
17683,505171.03,425000.0
21306,697429.8,920000.0
11975,1104379.9,1000000.0
4630,1302912.5,920000.0
23868,904788.3,770000.0
28746,1450655.5,2000000.0
22118,593249.56,527000.0
22868,530605.1,430000.0
29281,1191494.6,1100000.0
38,2018279.0,1330000.0
10979,1062963.4,980000.0
14822,1583830.0,1400000.0
12184,673706.4,765000.0
23801,549664.4,612000.0
23219,505218.84,512000.0
13760,660276.5,600000.0
21797,583929.6,477000.0
4649,396681.2,328000.0
29531,2019265.9,2350000.0
2989,559918.94,455000.0
25322,544776.2,546000.0
10216,1123881.0,1050000.0
2012,1994331.6,1700000.0
30007,1061432.2,970000.0
4312,1528811.1,1600000.0
19874,570714.06,575000.0
18847,2966895.2,1850000.0
6063,1768549.0,1211000.0
25176,657886.6,622000.0
16162,1941693.9,1700000.0
18945,1360191.2,1200000.0
19109,497956.72,550000.0
21858,593529.0,491000.0
8028,2753987.0,2444000.0
8876,897644.0,842000.0
7626,569306.4,600000.0
14194,1017547.0,900000.0
17004,1781659.5,2402500.0
25277,560784.7,456000.0
18645,589954.9,605000.0
16584,1549942.0,1450000.0
15765,770162.56,805000.0
19128,964448.5,760500.0
4901,514585.25,440000.0
14459,502372.06,535000.0
17089,958913.2,1218000.0
7865,1733274.2,1515000.0
21315,1777922.9,1975000.0
15416,1178841.4,742000.0
9972,661950.0,625000.0
5359,370104.84,310000.0
10907,522885.0,550000.0
7828,750163.3,1035000.0
4478,597505.06,561000.0
20990,804364.7,840000.0
15039,2625340.2,2320000.0
15174,346833.66,292000.0
28112,1180098.5,1339000.0
2708,1900437.4,1780000.0
20254,1456900.1,1550000.0
27227,1098302.6,1050000.0
23640,437301.4,385000.0
23582,1725727.8,1600000.0
27652,1192669.0,1163000.0
21252,2669565.8,2325000.0
28792,1028533.6,880000.0
19607,474450.56,545000.0
2783,2404137.2,2220000.0
25966,739456.4,680000.0
690,754045.1,700000.0
14349,946651.06,975000.0
4308,1478783.6,2300000.0
30149,645803.56,700000.0
30967,605568.4,462000.0
31402,1190224.4,1180000.0
16337,697931.2,595000.0
8009,1305798.4,1100000.0
2154,468499.66,400000.0
14717,1917122.9,2220000.0
28412,1039371.0,1230000.0
8402,653926.1,611000.0
28310,1058098.5,1370000.0
9856,677701.4,620500.0
16699,1288902.1,1300000.0
14508,1484708.5,1810000.0
31177,853825.94,750000.0
7519,596707.56,480000.0
4121,857979.25,925000.0
16723,2355136.8,1750800.0
7853,729152.56,730000.0
17876,722040.94,720000.0
28929,528880.44,485000.0
14598,572811.7,340000.0
23212,585414.5,505000.0
4296,861032.4,674000.0
19479,836569.3,820000.0
2527,1395832.6,1160000.0
19504,1202810.2,1200000.0
8392,518981.97,380000.0
11969,532466.44,520000.0
12577,438348.22,300000.0
20311,597157.75,540000.0
6890,1615049.8,1310000.0
4930,654786.44,626000.0
1488,1231597.4,1185000.0
20678,542937.06,467000.0
21138,900409.06,925000.0
13030,1006839.5,725000.0
22581,481359.75,430000.0
25094,1282981.4,1165000.0
23247,1425321.5,1500000.0
26731,599225.5,375790.0
18506,1283976.6,1550000.0
17332,765814.3,750000.0
15016,613067.6,680000.0
20948,2106049.5,2730000.0
27218,1245617.8,1200000.0
21639,495262.72,590000.0
5774,1247651.5,1291000.0
24652,805152.7,895000.0
15904,918749.1,930000.0
10922,988322.25,950000.0
1622,1386221.8,1472500.0
9357,703302.1,520000.0
10128,1508553.6,1205000.0
13027,504653.03,442000.0
7679,713741.4,680000.0
13004,510401.12,665000.0
5150,1268033.4,1255000.0
26020,696162.06,490000.0
10366,1142695.8,1470000.0
12130,1043341.56,1130000.0
5944,541472.3,525000.0
23523,1266469.2,1323000.0
12414,1019908.56,932500.0
10222,1300185.4,1118000.0
8840,1549226.6,1820000.0
6206,556651.0,360000.0
18900,1010687.2,1138000.0
26274,1262081.1,1150000.0
1159,1591015.5,1520000.0
10321,920892.7,874000.0
17250,870020.56,817000.0
21786,1302785.4,1310000.0
571,406765.12,296000.0
30143,1147139.0,1250000.0
19145,557709.56,431000.0
21637,1092007.5,1001000.0
28914,1388434.5,1400000.0
5003,1732192.9,1600000.0
3820,1669471.4,2116000.0
31384,1300992.8,1000000.0
20681,664511.7,746000.0
6087,2263962.2,2490000.0
318,689096.8,670000.0
13185,1241266.0,910000.0
19151,592750.06,601000.0
14836,978351.7,750000.0
19942,687647.3,599500.0
3238,1277054.0,1405000.0
1074,959812.0,860000.0
25994,830987.2,780000.0
29496,706357.2,517000.0
30259,938693.75,1001800.0
16390,919463.4,920000.0
5203,2205624.0,2000000.0
20765,1013440.06,920000.0
13253,1314631.9,1420200.0
30962,624315.06,490000.0
29699,644317.56,662000.0
3485,819719.06,782000.0
19502,1047058.8,1030000.0
9702,955958.44,920000.0
7302,553173.1,641000.0
7867,1825832.8,1260000.0
19488,870977.4,900000.0
11380,653059.3,670000.0
11593,1035907.7,912500.0
22049,872529.6,971000.0
228,1184174.6,1485000.0
9710,1106414.0,1430000.0
13391,610074.56,500000.0
25143,588072.94,610000.0
29679,645716.0,750000.0
22045,831030.44,790000.0
6022,3693389.0,2460000.0
17765,638346.3,600000.0
24428,1350506.2,1255000.0
30206,1081226.6,1070000.0
19494,1551182.2,1460000.0
2764,1332948.8,1470000.0
21742,521854.06,461500.0
28219,754924.0,670000.0
16078,711676.3,700000.0
26281,616178.3,660000.0
4024,1045828.25,1000000.0
4601,1613619.1,1456000.0
3101,1567671.6,1577500.0
25278,1045385.0,780000.0
26728,2679063.8,3000000.0
7261,411123.44,320000.0
20527,1084443.0,1225000.0
17928,1060710.5,1200000.0
9378,484762.56,410000.0
16472,983249.94,790000.0
18271,774228.25,800000.0
24657,744024.94,725000.0
10795,703542.44,1200000.0
8630,690298.06,790000.0
27264,1018756.94,950000.0
451,2036467.2,1992000.0
19966,607677.94,530000.0
31346,542983.9,500500.0
17709,1068046.0,1210000.0
624,1209755.5,1340000.0
12739,1106036.4,1926000.0
16755,793769.4,1405000.0
23896,566556.4,610000.0
20024,1577358.8,1990000.0
30708,879086.94,700000.0
14105,960845.8,902500.0
27648,1113682.9,1205000.0
29641,627691.8,702500.0
30437,1184951.8,1150000.0
12973,609605.1,500000.0
5078,1403401.1,1271000.0
21644,862523.7,901000.0
4406,1069045.2,775000.0
10802,1779270.1,2368000.0
2363,1209964.5,920000.0
30981,661959.6,685000.0
25638,2899435.0,3850000.0
16474,968060.56,1230000.0
25887,538841.7,512000.0
1436,674321.06,716000.0
22763,609222.6,658500.0
10900,366701.03,381000.0
22280,1637285.2,1630000.0
14287,713561.06,535000.0
18930,626211.25,550000.0
8450,756160.9,644000.0
8966,1676097.1,1500000.0
20456,918063.1,985000.0
2850,3128063.8,3400000.0
4878,741268.75,500000.0
6591,601249.8,495000.0
749,534216.94,750000.0
6855,2551202.5,2400000.0
22976,822607.2,840000.0
21673,2415767.0,2000000.0
28009,854126.8,860000.0
25940,749929.2,770000.0
14646,735956.5,650000.0
28140,730009.6,790000.0
25698,1079753.6,1121000.0
7000,1263644.2,1035000.0
13589,889266.06,950000.0
826,305354.12,280000.0
223,1222794.9,570000.0
9739,1102655.0,1160000.0
13934,979937.2,750000.0
17334,799834.3,905000.0
21849,823278.56,901000.0
20670,759965.1,530000.0
20273,1008864.25,1185000.0
1668,1792433.5,1625000.0
29660,520293.47,420000.0
1364,377444.94,580000.0
23022,781117.5,815000.0
9696,1297168.8,1635000.0
28196,499906.78,415000.0
24515,949654.56,980000.0
21090,1710431.2,1010000.0
2964,706071.06,757500.0
19632,1190949.9,1485000.0
21245,1827487.9,2135000.0
12740,582360.4,707000.0
2980,377996.8,345000.0
18083,1618035.5,1500000.0
7765,648496.1,652500.0
8129,621543.7,462500.0
18822,720028.5,730000.0
13836,542050.44,462000.0
3415,589996.3,605000.0
13524,907422.3,801000.0
7009,1188843.5,1130000.0
1643,1654246.1,1760000.0
17927,1532477.0,1751000.0
23255,896406.5,704000.0
14516,1211245.1,1205000.0
18575,696381.7,705000.0
820,816863.4,730000.0
29105,507990.38,540000.0
29072,550256.4,535000.0
20797,560240.06,580500.0
30491,1751349.8,2300000.0
3764,1432068.5,1805000.0
12609,1135825.9,880000.0
30735,969728.9,900000.0
20435,1303953.5,1263000.0
29687,510321.56,518000.0
17036,1256375.0,1460000.0
28325,768741.6,746000.0
26654,1242017.1,870000.0
27606,864687.56,800888.0
14629,653934.8,500000.0
3278,594542.1,480000.0
21035,1881036.9,1702000.0
28193,725032.75,580000.0
12172,1293470.5,1126000.0
24029,943382.4,942000.0
11864,680289.75,890000.0
13909,475330.7,550000.0
13943,1238693.0,1455000.0
9832,719999.8,755000.0
21992,652644.6,652500.0
28736,607163.3,665000.0
1539,1206589.0,977000.0
1235,1827090.9,2435000.0
23886,581864.0,465000.0
9325,431187.03,480000.0
4994,612970.44,460000.0
17122,406463.84,295000.0
20944,1336016.4,1325000.0
12012,1108774.5,941000.0
23576,1705472.1,1650000.0
5062,1525119.9,1620000.0
12035,480538.7,503000.0
26184,586067.75,622000.0
29338,478453.7,440000.0
11099,1054135.5,970000.0
25086,2452816.5,2237500.0
1015,1306018.0,1305000.0
1177,1824118.9,2300000.0
13940,1119497.4,930000.0
16838,658741.7,570000.0
8867,1215533.6,1045000.0
6341,1942554.6,2055000.0
7414,549494.94,692000.0
20747,819901.4,790000.0
19837,822414.3,820000.0
30299,798813.25,870000.0
5919,3587837.2,3620000.0
10019,1161508.6,1330500.0
15272,737323.06,516000.0
27841,661019.7,715000.0
4138,1248046.8,1580000.0
13569,580705.94,615000.0
17192,1241313.9,1700000.0
7008,1096340.6,1191000.0
29619,799545.8,740000.0
7579,1169131.8,937500.0
28511,1242976.4,730000.0
3914,433799.2,313000.0
10996,1494260.4,1346000.0
3986,1187729.9,1240000.0
18695,556936.0,652000.0
21296,979907.6,1300000.0
25790,664116.2,685000.0
27935,948426.1,610000.0
15183,1333726.4,1232000.0
5523,526186.3,400000.0
31366,684269.75,612500.0
414,524432.7,390000.0
193,1080676.4,985000.0
18935,1228641.8,1380000.0
968,1950344.1,2410000.0
10873,1000749.3,856000.0
20417,1933204.4,1750000.0
7097,966930.3,1200000.0
11124,650833.4,520000.0
28293,1739754.5,1560000.0
5664,711579.1,680000.0
5478,617865.7,1375000.0
28277,562495.44,460000.0
29170,1268551.0,1060000.0
20065,540796.06,535000.0
4673,3629195.0,3860000.0
10592,523755.1,485000.0
20207,1399816.5,1120000.0
15032,399692.75,560000.0
24824,782652.6,886000.0
23475,2925717.5,2720000.0
25822,628724.6,655000.0
10359,505120.2,432500.0
22659,1023207.56,1015000.0
20847,1504553.2,1571000.0
12616,1167353.5,700000.0
24876,1823482.1,1250000.0
12768,750785.94,730000.0
30700,1654974.6,1420000.0
5386,851638.25,785000.0
23600,1496892.0,1720000.0
16039,1739990.0,1800000.0
14410,561016.3,630000.0
12047,2041391.4,1335000.0
25429,3168108.5,3550000.0
30082,2581277.5,1900000.0
159,1481508.1,1322500.0
6728,450938.16,375000.0
5685,757556.75,690000.0
238,654017.3,660000.0
15187,500489.9,460000.0
6883,1490922.2,1150000.0
25146,527757.2,541000.0
26293,1214229.5,1875000.0
24395,1464739.2,1300000.0
20548,890135.9,537000.0
25502,724658.94,650000.0
12745,418775.66,610000.0
37,919039.25,890000.0
27010,657098.5,685000.0
7190,1020625.44,1007000.0
24374,2165735.8,1900000.0
18933,770673.75,816000.0
2450,1311834.6,1225000.0
11036,810265.9,625000.0
4565,2260335.0,2020000.0
3942,1265997.6,920000.0
22264,1284072.2,1051000.0
9864,743477.2,626800.0
7872,1039023.3,875000.0
1840,1481582.6,1962000.0
11065,493751.75,570000.0
11817,829658.0,495000.0
16727,1883647.0,1605000.0
28933,521162.44,365000.0
20761,879860.9,950000.0
2967,494202.66,460000.0
30340,683627.7,730000.0
30348,881222.56,735000.0
3066,1662703.6,1365000.0
21414,1141135.0,1210000.0
16090,1288902.1,1430000.0
27514,1533299.6,1395000.0
3504,545725.56,520000.0
14542,1182104.1,926000.0
19373,959684.6,996000.0
14215,1317170.1,1053000.0
29010,1208973.9,1585000.0
8536,693527.75,680000.0
29160,1402459.8,830000.0
23389,708888.44,810000.0
23742,816671.94,1020000.0
30895,915154.6,870000.0
25519,2623224.2,2100000.0
28211,745019.44,637000.0
13256,1036125.0,1070000.0
27345,643639.4,515000.0
23166,558649.8,582000.0
3695,762448.06,735000.0
20054,683442.4,682000.0
31311,498679.28,630000.0
3082,914711.5,722000.0
3285,697598.06,550000.0
27241,829396.3,900000.0
21165,811789.7,888000.0
22813,770402.06,895000.0
11533,407815.97,405000.0
21821,851050.1,430000.0
8892,2019109.5,2000000.0
4144,1350385.1,1360000.0
27865,624383.7,726000.0
20092,740081.3,1002000.0
10602,798260.7,701000.0
28340,583550.56,450000.0
4885,546427.06,442000.0
7394,1643599.9,1760000.0
3248,1065101.0,730000.0
15675,800990.5,830000.0
23053,342345.8,340000.0
23944,1887960.9,1378000.0
8589,813090.6,670500.0
17664,1182639.1,1320000.0
22784,671654.2,645000.0
27073,792950.25,860000.0
30471,815498.1,760000.0
26466,669624.6,674000.0
7409,1219604.8,1090000.0
15588,1278963.9,1350000.0
17734,606677.44,630000.0
26920,1218013.2,1270000.0
20137,1183655.0,1280000.0
18731,505932.47,610000.0
13915,967343.6,935000.0
14072,1048792.1,1300000.0
18502,525060.6,630000.0
18093,864404.2,912000.0
24812,1128094.6,960000.0
17698,730135.06,774000.0
14024,1089526.6,850000.0
12484,995492.94,870000.0
2875,1616772.0,1330000.0
25273,1431599.4,5600000.0
5706,971494.75,1100000.0
21505,952410.2,1250000.0
29110,828975.6,670000.0
25781,835930.4,1250000.0
5254,366786.88,350000.0
7641,418552.25,386000.0
16924,1142020.5,960000.0
20002,941251.44,1026000.0
17660,1042736.6,1095000.0
13621,1030697.1,911000.0
10423,2116372.2,2400000.0
5512,1512398.4,1700000.0
1951,1223189.8,930000.0
11996,1122897.0,1220000.0
8380,862038.25,998000.0
10648,2473839.8,3130000.0
24411,688743.2,723500.0
23005,1303074.1,1320000.0
3361,1020809.6,885000.0
23102,1318098.5,1150000.0
4035,1141525.1,980000.0
27567,3077213.8,3210000.0
25075,787205.8,740000.0
27206,1186493.9,1230000.0
31091,803078.5,1030000.0
6940,398324.25,470000.0
19177,635832.2,650000.0
19856,768714.0,615000.0
151,1600195.0,1810000.0
26371,752071.0,981000.0
2844,1417141.1,1680000.0
3751,679384.6,930000.0
12335,2661919.8,2415000.0
7510,785519.5,723000.0
14574,1112261.2,2530000.0
1631,678612.25,790000.0
26973,578526.3,578000.0
21929,501213.6,478000.0
7103,1715130.6,3420000.0
18410,1505143.5,1340000.0
25227,816326.25,755000.0
23153,570033.0,442000.0
30497,668448.6,600000.0
24795,603587.25,620000.0
21565,2398793.2,2230000.0
8092,1171976.8,1021000.0
16376,808434.94,701000.0
13462,1000630.44,1030000.0
26400,594679.6,550000.0
8701,502324.6,430000.0
12834,1237588.6,950000.0
28118,1036417.1,1185000.0
15776,586758.1,820000.0
20796,706096.5,725000.0
3503,819256.5,745000.0
15107,1770883.8,1780000.0
5189,900330.7,1189000.0
14246,2340671.8,2160000.0
19312,763613.94,706000.0
10892,408230.6,330000.0
19,681628.0,542000.0
21489,616940.94,530000.0
24297,1095822.4,1380000.0
20490,1221794.0,1209000.0
29466,657084.44,611000.0
6831,1217561.5,1055000.0
15792,797967.6,865000.0
8723,395063.4,370000.0
5057,1034899.5,1690000.0
3466,722887.94,735000.0
195,2164250.8,2000000.0
16026,879591.0,1000000.0
739,963812.9,900500.0
1753,3023362.8,2905000.0
23975,1023904.25,987000.0
20929,568562.75,490000.0
19229,534123.5,412500.0
731,1233055.9,1305000.0
27869,914040.56,830000.0
24892,1167286.8,1335000.0
9723,1858512.9,2650000.0
16998,1504031.4,1590000.0
15649,832643.7,675000.0
4277,1178580.6,990000.0
1670,1029823.2,836000.0
16695,1011942.6,890000.0
30462,727519.06,745000.0
5758,724929.25,710000.0
27086,1358095.9,1407000.0
13956,1225867.5,1242000.0
10455,1947030.5,1550000.0
461,632074.9,520000.0
27947,791215.56,800000.0
15252,521008.16,555000.0
23921,970172.1,1350000.0
18339,913990.2,610000.0
9974,684623.5,640000.0
6261,3464223.5,3800000.0
12213,1181399.5,1025000.0
6873,1194626.6,1100000.0
15419,1143381.4,1400000.0
24293,990998.5,955000.0
1875,1736209.2,1750000.0
10881,1316559.2,1320000.0
15716,814949.44,710000.0
23174,544773.56,600000.0
29963,1508656.8,1075000.0
3486,1021706.25,935000.0
5474,570668.5,480000.0
17079,619969.3,682000.0
5369,798419.3,757000.0
9464,1170503.5,871500.0
14534,884710.25,936000.0
7617,811167.06,770000.0
23124,824194.2,836000.0
4149,1265369.0,1425000.0
13989,1836557.5,2085000.0
19841,701682.3,715000.0
24662,468755.5,460000.0
16542,1423342.8,1700000.0
13928,860052.06,1070000.0
13029,891336.75,950000.0
28188,1340558.2,1075000.0
16338,1365403.5,1430000.0
6320,2744122.8,1395000.0
18329,1280637.6,1205000.0
14276,669516.7,665000.0
13694,430099.6,390500.0
12160,935388.5,900000.0
26758,914799.06,1100000.0
4884,826631.6,787500.0
29119,825199.9,750000.0
4186,726960.2,805000.0
28892,1080393.6,1050000.0
24394,1063712.4,947500.0
18551,1733121.0,1200000.0
20570,657690.06,646000.0
27056,1182199.2,1246000.0
4915,654786.44,791000.0
19544,683441.9,670000.0
10888,661035.2,630000.0
3231,385927.66,325000.0
30929,1017523.06,1160000.0
8811,1278612.1,1220000.0
20580,1374132.9,1850000.0
2468,1290390.8,1900000.0
23952,655864.5,570000.0
7469,835596.3,706000.0
26637,456241.8,405000.0
13248,1714637.8,1515000.0
7093,1380329.0,1265000.0
19244,481082.72,400000.0
23526,556312.75,590000.0
17070,1553563.9,1300000.0
27530,639424.9,630000.0
12862,1007789.4,1158000.0
18585,713678.8,575000.0
13204,854449.75,950000.0
19176,845708.0,910000.0
29025,706468.75,715000.0
21921,875391.9,920000.0
5462,813761.5,605000.0
29838,892245.1,890000.0
22845,597846.0,540000.0
10376,1266502.9,1430000.0
8359,878757.06,800000.0
25539,1405062.8,1008000.0
2597,1341522.2,750000.0
25647,1256183.0,1500000.0
24935,780746.3,780000.0
18544,806569.0,800000.0
19215,811168.75,822000.0
21142,2046356.5,1330000.0
26733,842960.75,1050000.0
15818,1281247.9,1570000.0
24253,857558.56,640000.0
13699,1148136.2,786000.0
26767,762833.56,530000.0
20048,551091.25,515500.0
24198,718387.3,755000.0
26546,1001726.4,1060000.0
26374,655135.6,732500.0
10941,893660.8,865000.0
29990,580319.3,520600.0
21176,680920.2,750000.0
27366,709676.7,675000.0
21633,888383.6,921000.0
16640,687380.0,650000.0
23306,1088241.2,855000.0
5916,1737825.1,1200000.0
25702,719468.3,841000.0
25378,880558.8,715000.0
10676,920012.6,1000000.0
12809,1050908.9,985000.0
2175,1091459.8,910000.0
30954,645849.56,511500.0
29507,683643.8,560000.0
19421,903104.06,850000.0
9920,583108.5,530000.0
26902,1050717.5,1100000.0
11078,526152.06,430000.0
17921,1140039.5,1310000.0
18192,765366.2,730000.0
14877,732271.2,674000.0
7983,1035893.2,1090000.0
2486,1374079.2,1280000.0
29497,1528097.8,1527000.0
3096,614583.8,505000.0
17949,889044.06,881000.0
135,2530699.5,2850000.0
25840,1193418.4,1115000.0
24332,1057217.6,1000000.0
17613,598202.6,438000.0
16867,1256234.6,1385000.0
25394,914357.3,700000.0
6050,1563908.8,1290000.0
31112,580970.6,490000.0
1344,1072486.5,1450000.0
17476,510376.16,580010.0
30368,1204945.2,1200000.0
4266,1082707.2,1015000.0
28344,1403631.6,1450000.0
1210,1231104.1,1275000.0
3453,673755.25,425000.0
23887,1030842.3,790000.0
14177,592897.94,750000.0
3875,2429435.8,3572000.0
26567,901585.9,881000.0
3025,460354.8,405000.0
8095,403432.94,240000.0
15834,1545568.9,1561000.0
4038,770969.2,891000.0
3036,593398.94,470000.0
2513,947125.44,1022500.0
16891,556240.75,500000.0
20329,1631019.0,1850000.0
27372,1228981.8,940000.0
23387,761972.8,910000.0
10949,522885.0,676000.0
1150,1963521.8,1650000.0
9094,1782853.6,1275000.0
9946,590780.0,515000.0
29402,730843.56,630000.0
18188,2598527.2,2558000.0
18717,572163.75,537000.0
16399,542937.06,440000.0
8757,1522556.8,1506000.0
27585,1757920.9,1895000.0
16469,1133771.2,1215000.0
14440,563459.56,471000.0
26848,1081647.0,1100000.0
10239,1300205.8,870000.0
28788,601926.9,542500.0
15400,1683449.1,1650000.0
26664,450279.78,720000.0
13199,466213.28,600000.0
16365,696269.75,752000.0
16768,817757.4,780000.0
6306,690571.44,740000.0
28217,538910.9,555000.0
16601,1072470.2,1420000.0
19519,1090815.2,750000.0
14261,1078067.9,1045000.0
31092,960074.06,946500.0
18665,1314096.6,1610000.0
26359,960987.5,720000.0
28531,1102972.9,990000.0
17401,904396.75,862000.0
19071,1196315.5,926000.0
9900,678071.56,457000.0
8909,1071078.9,945000.0
4405,569443.8,480000.0
16655,1041393.0,865000.0
27040,729241.3,640000.0
2317,369591.25,370000.0
20584,1318128.6,1000000.0
31014,801580.44,340000.0
15357,1313147.9,1280000.0
676,1575898.0,1320000.0
15372,1064382.6,1155000.0
1304,1522625.5,1910000.0
18979,712051.9,656000.0
5782,1505415.6,1675000.0
9881,750325.9,736000.0
12558,1151061.2,1076000.0
8833,546998.3,680000.0
6744,450938.16,435000.0
29153,883484.06,915000.0
9740,1642815.6,1370000.0
20638,2420124.2,1980000.0
8177,814300.25,625000.0
17935,876967.94,1300000.0
11089,1273718.2,940000.0
12023,572502.8,611000.0
10199,745565.5,725000.0
22699,664381.44,600000.0
7179,650555.06,700000.0
10152,1236347.6,1065000.0
965,1284687.8,1100000.0
8647,756672.25,793000.0
29042,961887.2,1050000.0
11573,953926.94,817000.0
11298,631345.75,631000.0
18800,1066663.2,1042000.0
24052,693391.25,650000.0
24919,494095.28,450000.0
6840,1629092.8,1445000.0
23029,1890259.9,1480000.0
20668,541165.9,473000.0
2232,979736.56,1075000.0
17610,811736.44,655000.0
13680,706187.94,642000.0
4540,1639939.8,1600000.0
13609,967171.9,860000.0
15223,892733.2,930000.0
6368,1467585.9,1105000.0
25874,1230852.9,1220000.0
16934,1371663.1,1205000.0
27787,571579.25,610000.0
9983,544324.3,600000.0
29447,749653.1,740000.0
285,767422.56,781000.0
13755,647586.2,710000.0
6846,1111699.6,1170000.0
7180,734909.94,760000.0
